data,target 
b'abr  new production in the eastern equatorial pacific and its relation to flux of nitrogen and carbon',10
b'associating for a change  the shaping of american social action',12
b'evolution of persistent abstract data types',13
b'mathematical models of nonlinear wave processes',6
"b'a keystone species approach to determining post-fire successional influence on cavity user communities in the black hills, south dakota'",1
b'mathematical sciences  chromosome geometry and chromosome aberrations',6
b'coupling-based analysis for integration testing of object-oriented software',13
b'measurement and interpretation of crustal deformation in an active fault zone',3
b'family change during adolescence and school performance',12
"b'multidimensional depth functions, multidimensional generalized l-statistics, and related procedures'",14
b'habitat suitability and the distribution of species',1
b'mathematical sciences  statistical inference on synaptic release mechanisms',14
b'dynamics and kinematics of north america -juan de fuca- pacific plate interaction  constraints from gps geodesy and geophysical modeling',3
b'the politics of school reform  the effect of institutions and political behavior on the making of education policy',11
b'conference on breakthroughs in karst geomicrobiology and redox geochemistry',5
b'long-term variability in diatom and dinoflagellate community structure of la jolla bight  comparison between the early and late 20th century',10
b'measurement of productivity in car assembly plants',2
b'small displacement faults in sand  what control do they exert on saturated and unsaturated flow and transport?',5
b'the effects of the 1981/82 world recession on brazilian economic development',2
b'mathematical sciences  optimal inference in non-linear regression models with long range dependent errors and in non-linear time series',14
b'statistical methods for some applied problems',14
b'neurotransmitter specification and regulation',9
b'towards overcoming the transitive-closure bottleneck  efficient parallel algorithms for directed graphs',15
b'phytoplankton growth dynamics across an asian dust gradient in the subarctic pacific',10
b'nubian aquifer water sources by uranium isotopes',5
b'applications of mechanism design',2
b'scalable parallel and distributed expert database systems',0
b'towards scalable quality of service routing',8
b'mathematical sciences  conley index theory and applications',6
b'mathematical sciences  asymptotic/singular perturbation analysis of dynamic elastic-plastic crack growth',6
b'the timeline of political campaigns',11
"b'family interactions, human capital investments and endowments'",2
b'racial and ethnic differences in family retirement expectations',2
b'phosphorus at the bermuda atlantic time-series station (bats)  microbial cycling of a potentially limiting nutrient',10
"b'dynamic scheduling, synchronization and concurrency problemsin communication networks'",8
b'pmp reflections and crustal structure beneath the mojave desert and san bernardino mountains using landers aftershocks',3
b'parallel evaluation of deductive database queries',0
b'studies in distribution theory',2
b'the macroeconomics of war and peace',2
b'economic measurement of the emerging internet access market',2
b'behavior of large-scale dynamics',6
b'empirical studies of bidding and entry',2
b'colorado plateau/rio grande rift/great plains seismic transect',3
b'regional influences on local stream fish diversity in the southeastern u.s.',1
b'principles and applications of restructuring compiler technology',13
b'biocomplexity incubation proposal for lake erie',10
b'mathematical sciences  stochastic modeling and identification of seismic records',14
b'frg  microstructure design of advanced multi-domain magnetic materials under applied fields',7
b'u.s. globec phaes iii  environmental consequences of tidal- front entrainment in larval fish along the southern flank of georges bank',10
